category;position;description
Backend;Senior Java Developer @; Java    Docker    Kernel Debugger    Tibco    banking industry development implementing international team new solutions Java    Docker    Kernel Debugger    Tibco    English   
Backend;PHP Developer @; GIT    MySQL    PHP    ReactJS    Memcache    MongoDB    RabbitMQ    Redis    Sphinx    Docker    agile free breakfast SAFE framework flat structure scrum OOP    PHP    SQL    Symfony 2/3    Zend    Javascript    PHP 7.1    GIT    Memcache    MySQL    RabbitMQ    Sphinx    Polish   
Backend;Junior Machine Learning Developer @; Numpy    Python    PyTorch    TensorFlow    SciPy    AWS    Google Cloud Platform    Keras    MongoDB    Pandas    RabbitMQ    Spark    Artificial Intelligence Deep Learning Flexible Working Hours International Projects Machine Learning Publication Opportunity Research Projects Start-up Atmosphere Python    Machine Learning Knowledge    NumPy    Deep Learning Frameworks    Cloud Computing Platforms    Distributed Databases    English    Analytical Thinking Polish Speaker Team Player Working with Scientific Papers
Backend;Salesforce Developer @; APEX    Salesforce    International Team Personal Growth Working Remotely APEX    Salesforce    Salesforce Certified Admi...    Salesforce Certified Deve...    English   
Backend;PHP Developer @; PHP    Laravel    MySQL    Symfony2    International Team Personal Growth Working Remotely PHP    Laravel    MySQL    Symfony2    English   
Backend;Python Software Architect @; Openstack    Python    Jenkins    Linux    rabbitMQ    REST    SOAP    Flat Structure Health Insurance Paid in USD Remote Work Python    Jenkins    rabbitMQ    Django    Horizon    Linux    REST    android    ios    English   
Backend;Scala Software Architect @; AWS    MySQL    Oracle 11    Scala    Spring    Jenkins    NoSQL    Flat Structure Health Insurance Paid in USD Remote Work AWS    MySQL    NoSQL    Scala    Spring    JEE    Jenkins    OO Programming    angularjs    nodejs    English   
Backend;Python Cloud Developer @; AWS    AWS Lambda    Git    Linux    Python    DynamoDB    Golang    Serverless    AWS Certfications Class A office Flat management structure International company Nice people ,) Non-stop learning Research and development Linux    Python    AWS    AWS Lambda    API Gateway    Golang    REST    English    Creative Different projects Fast learning Independent Passionate
Backend;PHP Developer @; Nodejs    PHP    JavaScript    Agile Flat structure PHP    MySQL    JavaScript    Nodejs    English    Only Polish Speakers
Backend;.NET / C# Developer @; .NET / C#    WPF    ASP.NET MVC    Entity Framework    Git, SVN, Jenkins    SQL    UML    Unity    WCF    WebServices    XML    .NET / C#    WPF    ASP.NET MVC    English   
Backend;Senior Java Engineer @; Java    Javaslang    rxJava    Vert.x    Ansible    AWS    Design/Architecture    Docker    NoSQL    Groovy    Scala    global range system greenfield project high availability low latency microservices peak 3000 TPS you ship it, you run it zero-downtime deploy Java    Async programming    DevOps skills    AWS    NoSQL    Scala    English   
Backend;Java Developer @; Hibernate    Java    REST    SOAP    Unix/Linux    SQL    JMS    Spring    Agile Clean Code Flexible working hours Home office International environment No dress code Hibernate    Java    Spring    Unix/Linux    Web services    JS/HTML/CSS    English   
Backend;Senior Python Developer @; mySQL    Phyton    Celery    Django    RabbitMQ    Redis    Tornado    Agile Flat structure Flexible working hours International team SCRUM Django, Twisted or Tornado    Linux OS    mySQL    Python    RabitMQ and Celery    Agile (SCRUM) development    BDD    Kafka    Redis    English    Can-do attitude Creative thinking Team spirit
Backend;Senior Software Developer @; Docker    Messaging Queues    MySQL    PHP 7    Redis    REST    Symfony 3    Grafana    Graylog    MongoDB    InfluxDB    Vagrant    English skills improvement Lab days organising O'CoderFest MeetUp PHP Storm licence team events abroad teambuilding events Design Patterns    MySQL    PHP 7    SOLID    Messaging Queues    Redis    Symfony 3    Docker    Laravel    MongoDB    Zend Framework 2    Zend Framework 3    English    Polish    Communication skills Fast learner Goal-oriented Team lead qualities Team members support Technical degree
Backend;Full Stack PHP Developer @; PHP    Wordpress    AMP    Drupal    Javascript    Knockout.js    RESTful API    international team junior - from 4000 PLN net + VAT regular from 6500 PLN net + VAT San Francisco Office Exchange Program senior from 9000 PLN net + VAT up shared equity ownership PHP    Google Cloud CDN    Javascript    MVD    REST / JSON    AMP    Drupal    GIT    Knockout.js    Wordpress    English    Choose the city in the application f...
Backend;Python Developer @; AWS    Django    PostgreSQL    Python    Tornado    AngularJS    Javascript    Node.js    ReactJS    Flexible hours International team Multiple projects Multiple teams Remote Django    Python    SQL    Javascript    Tornado    AngluarJS    AWS    Docker    English    some availability in PST timezone
Backend;PHP Developer @; PHP    HTML5    JavaScript    CSS3    Code Review Continuous Integration SCRUM TDD PHP    CSS    HTML5    JavaScript    Coldfusion    English   
Backend;.NET Developer @; Azure    C#    MS SQL    ASP.NET    SharePoint Online    TypeScript    electric desks flat structure flexible working hours founders are developers international team no corporate atmosphere small rooms ASP.NET    C#    IIS    MS SQL    Powershell    JavaScript    Azure    Sharepoint Online    TypeScript    Visual Studio Online    English   
Backend;Software Developer @; JavaScript    NodeJS    AWS    GIT    Postgres    REST    Java    Kafka    Memcache    Python    Algorithm knowledge AWS Cloud CPU profiling Deployments to cloud Dtrace High performance IoT platform building Scalability JavaScript    NodeJS    AWS    Azure    REST    C/C++    Java    Kafka    Python    English    ASAP availability Cloud infrastructure Understanding of UX
Backend;Jira Developer @; JAVA    Apache Velocity    CSS    HTML    Javascript    JAVA    Apache Velocity    Polish   
Backend;Node.js Developer @; javascript    node.js    Redis    TypeScript    MongoDB    PostgreSQL Server    RabbitMQ    RESTful    WebSocket    Big Data Embedded Systems IoT M2M Machine learning Smart House javascript    node.js    Redis    TypeScript    MongoDB    PostgreSQL Server    RabbitMQ    RESTful    WebSocket    English    Polish speaker
Backend;PHP Developer @; Laravel 5.5    PHP 7.1    Symfony 3+    GIT    MariaDB    MySQL    Debian / Ubuntu Server    MongoDB    RabbitMQ    Redis    PHP 7    SQL    Symfony / Laravel    GIT    HTML / CSS    Android    Java    Unit Tests    Vanilla JS    English    +2 years experience
Backend;ETL Developer @; DataStage    DB2 / Orcale    ETL tools    IBM InfoSphere    HP QC    Jira    DB2 / Oracle    ETL    DataStage    IBM InfoSphere    HP QC    Jira    English   
Backend;Junior Java Engineer @; Burp    Clean Code    Code Reviews    Java    Object Oriented Design    TDD    Ansible    Linux    Machine Learning    Play Framework    Elixir    Git    IntelliJ IDEA    PostgreSQL    Ruby    CEO is a former programmer CTO is a former programmer Face to face communication Hacker culture Reverse engineering Security conscious Silent working space Well-rounded technologists Clean Code    Git    Java    TDD    Linux    HTTP    JavaScript    C++    Cryptography    Elixir    Ruby    English    Good technical writer Software craftsmanship Usability aware
Backend;Java Developer @; Hibernate    Java    Java 8    Spring    Dockery    NoSQL    Vaadin    Dockery    Hibernate    Java    NoSQL    Spring    Vaadin    angular js    Bitbucket    javascript    Jira    jQuery    Scrum    English   
Backend;Embedded Software Developer @; C    C++    GIT    SVN    Python    Tcl    International team Unique projects Business trips Technical supervisor C    C++    Python    SVN    GIT    Tcl    English    Polish   
Backend;Senior Java Developer @; Hibernate    Java    Spring    Angular.js    CSS3    HTML5    JSP    JUnit    PostgreSQL    Spock    DDD    Groovy    Solr    IntelliJ IDEA permament or B2b contract board games free Italian coffee no corporate atmosphere no open space table football Git    Hibernate 4.x    Java 7 +    Spring Framework 3.x, 4.x    JUnit, Mockito, Spock    Linux    Microsevices    PostgreSQL 9.2 +    Solr    SpringTest    TDD    JSP    Clean Code    DDD    Docker    Jenkins    RabbitMQ    Selenium    Angular    Groovy    NoSQL (np. MongoDB)    SCRUM    Polish    English    fluent polish
Backend;Software Development Engineer @; AWS    JVM    SQL    Kafka    MySQL    Redshift    REST    Scala    Akka    ElasticSearch    Python    Redis    SSDB    Distributed Flat structure Fun Machine Learning Microservices POS Integration Continuous integration Developers first Gigabytes of data Infrastructure as a code International team Java/Scala    SQL    JVM    NoSQL    Kafka    English    Polish   
Backend;Java Engineer @; AWC EC2    Docker    Java    Spring Boot    Ansible    Apache Camel    Apache Groovy    Apache Kafka    MongoDB    Java    AWS Lambda    GoLang    English   
Backend;Ruby On Rails Developer @; Ruby    Ruby on Rails    Bash    Databases    RSpect    AngularJS    Javascript    Redis    Brand New Office Dev meetups Excellent atmosphere at work Flexible working time International clients Latest Technologies Long term cooperation Office in the city center Ruby    Ruby on Rails    Databases    GIT    RSpec    AngularJS    JS    English    Polish    1+ years experience
Backend;PHP Developer @; PHP7    Symfony Framework    HTML5    Javascript ES5/ES6    MySQL/PostgreSQL    Flat structure PHP7    Symfony    DRY/SOLID    HTML/CSS/SASS    Javascript ES5/ES6    Zend    Polish    English   
Backend;C++ Developer @; C++ Embedded    English    Redmine    C++ Embedded    Mantis    English   
Backend;Senior ABAP Developer @; ABAP    SAP    Java    Programming    ABAP    JAVA    English   
Backend;Research Engineer @; Scala    Akka    Docker    Hadoop    Spark    flat strucutre NLP R&D project NLP    Machine Learning    Akka    Deep learning    Docker    Hadoop    MXNet    PhD    TensorFlow    English    Ease in working with scientific papers Nerfgun ballistics
Backend;Node.js Developer @; Docker    mongodb    Node.js    websockets.io    express    mongoose    international team junior - from 4000 PLN net + VAT regular from 6500 PLN net + VAT San Francisco Office Exchange Program senior from 9000 PLN net + VAT up shared equity ownership Express    Javascript    Node.js    websockets.io    Docker    Kubernetes    Typescript    English    Choose the city in the application f...
